game,turn,level,arm,adId,tier,reward,expiresIn,encrypted,chosen
0,9,0,NONE,"sTg3ft1I","Gamble",37,5,,false
0,9,0,NONE,"iUJri4mc","Gamble",17,6,,false
0,9,0,NONE,"4LARZPTq","Piece of cake",15,7,,false
0,10,0,NONE,"TW9jlK4R","Walk in the park",34,4,,false
0,10,0,NONE,"shcqUrUe","Walk in the park",42,4,,false
0,10,0,NONE,"iJes8hEg","Piece of cake",17,4,,false
0,10,0,NONE,"2b0xG3pf","Quite likely",18,4,,false
0,10,0,NONE,"sTg3ft1I","Gamble",37,4,,true
0,10,0,NONE,"iUJri4mc","Gamble",17,5,,false
0,10,0,NONE,"4LARZPTq","Piece of cake",15,6,,false
0,10,0,NONE,"cFy4QsUn","Suicide mission",36,7,,false
0,10,0,NONE,"jV4R3hZB","Rather detrimental",36,7,,false
0,12,0,NONE,"iUJri4mc","Gamble",17,3,,false
0,12,0,NONE,"4LARZPTq","Piece of cake",15,4,,true
0,12,0,NONE,"cFy4QsUn","Suicide mission",36,5,,false
0,12,0,NONE,"jV4R3hZB","Rather detrimental",36,5,,false
0,12,0,NONE,"rIKijWgs","Rather detrimental",27,6,,false
0,12,0,NONE,"Bzg81f6b","Piece of cake",56,7,,false
0,13,0,NONE,"cFy4QsUn","Suicide mission",36,4,,false
0,13,0,NONE,"jV4R3hZB","Rather detrimental",36,4,,true
0,13,0,NONE,"rIKijWgs","Rather detrimental",27,5,,false
0,13,0,NONE,"Bzg81f6b","Piece of cake",56,6,,false
0,13,0,NONE,"Os9M4jMs","Quite likely",61,7,,false
0,15,0,NONE,"rIKijWgs","Rather detrimental",27,3,,false
0,15,0,NONE,"Bzg81f6b","Piece of cake",56,4,,false
0,15,0,NONE,"Os9M4jMs","Quite likely",61,5,,false
0,15,0,NONE,"lRsrUEgv","Walk in the park",27,6,,true
0,15,0,NONE,"wq6bKOGM","Risky",47,6,,false
0,15,0,NONE,"NZzzPtek","Piece of cake",74,6,,false
0,15,0,NONE,"NeugBank","Walk in the park",54,6,,false
0,15,0,NONE,"I0PJZAiA","Gamble",79,6,,false
0,15,0,NONE,"ClyCuO3I","Quite likely",69,7,,false
0,17,0,NONE,"Os9M4jMs","Quite likely",61,3,,false
0,17,0,NONE,"wq6bKOGM","Risky",47,4,,false
0,17,0,NONE,"NZzzPtek","Piece of cake",74,4,,true
0,17,0,NONE,"NeugBank","Walk in the park",54,4,,false
0,17,0,NONE,"I0PJZAiA","Gamble",79,4,,false
0,17,0,NONE,"ClyCuO3I","Quite likely",69,5,,false
0,17,0,NONE,"ZEOj3yUt","Piece of cake",58,6,,false
0,17,0,NONE,"77uetRDq","Walk in the park",68,7,,false
0,19,0,NONE,"ClyCuO3I","Quite likely",69,3,,false
0,19,0,NONE,"ZEOj3yUt","Piece of cake",58,4,,false
0,19,0,NONE,"77uetRDq","Walk in the park",68,5,,false
0,19,0,NONE,"RYiMI8Em","Walk in the park",77,6,,true
0,19,0,NONE,"umJ2YX9X","Suicide mission",28,6,,false
0,19,0,NONE,"rqxrzKPi","Gamble",32,7,,false
0,20,0,NONE,"ZEOj3yUt","Piece of cake",58,3,,false
0,20,0,NONE,"77uetRDq","Walk in the park",68,4,,false
0,20,0,NONE,"umJ2YX9X","Suicide mission",28,5,,true
0,20,0,NONE,"rqxrzKPi","Gamble",32,6,,false
0,20,0,NONE,"dd4KteA6","Hmmm....",147,3,1,false
0,20,0,NONE,"XdiahyNM","Suicide mission",94,3,1,false
0,22,0,NONE,"rqxrzKPi","Gamble",32,4,,true
0,22,0,NONE,"9sdx5jKa","Gamble",110,6,,false
0,22,0,NONE,"moNHv9XH","Quite likely",60,6,,false
0,22,0,NONE,"33Ro7v5m","Risky",83,7,,false
0,24,0,NONE,"9sdx5jKa","Gamble",110,4,,true
0,24,0,NONE,"moNHv9XH","Quite likely",60,4,,false
0,24,0,NONE,"33Ro7v5m","Risky",83,5,,false
0,24,0,NONE,"19WiJtaj","Sure thing",131,6,,false
0,24,0,NONE,"NG0yCGS0","Piece of cake",112,6,,false
0,24,0,NONE,"rHpxq0vk","Gamble",68,7,,false
0,24,0,NONE,"yedzqBJV","Suicide mission",133,3,1,false
0,26,0,NONE,"33Ro7v5m","Risky",83,3,,false
0,26,0,NONE,"19WiJtaj","Sure thing",131,4,,true
0,26,0,NONE,"NG0yCGS0","Piece of cake",112,4,,false
0,26,0,NONE,"rHpxq0vk","Gamble",68,5,,false
0,26,0,NONE,"BtyV4bvP","Walk in the park",82,6,,false
0,27,0,NONE,"NG0yCGS0","Piece of cake",112,3,,false
0,27,0,NONE,"rHpxq0vk","Gamble",68,4,,false
0,27,0,NONE,"BtyV4bvP","Walk in the park",82,5,,false
0,27,0,NONE,"Yk1meLRm","Sure thing",108,7,,true
0,28,0,NONE,"rHpxq0vk","Gamble",68,3,,false
0,28,0,NONE,"BtyV4bvP","Walk in the park",82,4,,true
0,28,0,NONE,"uLBIiZ2w","Suicide mission",140,3,1,false
0,28,0,NONE,"zKpQc2fD","Risky",93,7,,false
0,29,0,NONE,"zKpQc2fD","Risky",93,6,,false
0,29,0,NONE,"y5PezrPJ","Piece of cake",107,7,,true
0,30,0,NONE,"zKpQc2fD","Risky",93,5,,false
0,30,0,NONE,"r7NMDZur","Playing with fire",135,3,1,false
0,30,0,NONE,"pUptUtVN","Walk in the park",88,7,,true
0,31,0,NONE,"zKpQc2fD","Risky",93,4,,false
0,31,0,NONE,"VX4NXCRM","Hmmm....",151,3,1,false
0,31,0,NONE,"sHtUELci","Playing with fire",149,3,1,false
0,31,0,NONE,"FmOakJyK","Piece of cake",94,7,,false
0,31,0,NONE,"MIRptt3g","Suicide mission",148,3,1,false
0,31,0,NONE,"0hFD42L2","Piece of cake",101,7,,true
0,32,0,NONE,"zKpQc2fD","Risky",93,3,,false
0,32,0,NONE,"FmOakJyK","Piece of cake",94,6,,true
0,32,0,NONE,"yYhhqRse","Suicide mission",131,3,1,false
0,32,0,NONE,"5mdDznZP","Gamble",126,3,1,false
0,33,0,NONE,"rrsA3Hb0","Suicide mission",115,3,1,false
0,33,0,NONE,"twrSTNAL","Playing with fire",130,3,1,true
0,33,0,NONE,"wrdlqXvd","Playing with fire",81,7,,false
0,34,0,NONE,"wrdlqXvd","Playing with fire",81,6,,true
0,34,0,NONE,"AB8oR45o","Hmmm....",88,7,,false
0,34,0,NONE,"0oRaKkDZ","Risky",87,7,,false
0,34,0,NONE,"9sQ94ir8","Playing with fire",73,7,,false
0,36,0,NONE,"AB8oR45o","Hmmm....",88,5,,false
0,36,0,NONE,"0oRaKkDZ","Risky",87,5,,false
0,36,0,NONE,"9sQ94ir8","Playing with fire",73,5,,false
0,36,0,NONE,"DsuhD4UQ","Hmmm....",83,6,,false
0,36,0,NONE,"3jDiDEq1","Hmmm....",87,6,,false
0,36,0,NONE,"uAB2H2l3","Quite likely",110,6,,false
0,36,0,NONE,"STPdqxDs","Hmmm....",109,6,,true
0,36,0,NONE,"2wIgcQZV","Hmmm....",102,7,,false
0,36,0,NONE,"wvZHocby","Gamble",83,7,,false
0,36,0,NONE,"CS0CAENf","Gamble",90,7,,false
0,37,0,NONE,"AB8oR45o","Hmmm....",88,4,,false
0,37,0,NONE,"0oRaKkDZ","Risky",87,4,,false
0,37,0,NONE,"9sQ94ir8","Playing with fire",73,4,,false
0,37,0,NONE,"DsuhD4UQ","Hmmm....",83,5,,false
0,37,0,NONE,"3jDiDEq1","Hmmm....",87,5,,false
0,37,0,NONE,"uAB2H2l3","Quite likely",110,5,,false
0,37,0,NONE,"2wIgcQZV","Hmmm....",102,6,,true
0,37,0,NONE,"wvZHocby","Gamble",83,6,,false
0,37,0,NONE,"CS0CAENf","Gamble",90,6,,false
0,37,0,NONE,"Wsr74wty","Gamble",77,7,,false
0,38,0,NONE,"AB8oR45o","Hmmm....",88,3,,false
0,38,0,NONE,"0oRaKkDZ","Risky",87,3,,false
0,38,0,NONE,"9sQ94ir8","Playing with fire",73,3,,false
0,38,0,NONE,"DsuhD4UQ","Hmmm....",83,4,,false
0,38,0,NONE,"3jDiDEq1","Hmmm....",87,4,,false
0,38,0,NONE,"uAB2H2l3","Quite likely",110,4,,false
0,38,0,NONE,"wvZHocby","Gamble",83,5,,false
0,38,0,NONE,"CS0CAENf","Gamble",90,5,,false
0,38,0,NONE,"Wsr74wty","Gamble",77,6,,true
0,38,0,NONE,"l9jrCOl0","Hmmm....",79,7,,false
0,39,0,NONE,"DsuhD4UQ","Hmmm....",83,3,,false
0,39,0,NONE,"3jDiDEq1","Hmmm....",87,3,,false
0,39,0,NONE,"uAB2H2l3","Quite likely",110,3,,false
0,39,0,NONE,"wvZHocby","Gamble",83,4,,false
0,39,0,NONE,"CS0CAENf","Gamble",90,4,,false
0,39,0,NONE,"l9jrCOl0","Hmmm....",79,6,,true
0,39,0,NONE,"H7JV3VJr","Gamble",90,7,,false
0,40,0,NONE,"wvZHocby","Gamble",83,3,,false
0,40,0,NONE,"CS0CAENf","Gamble",90,3,,true
0,40,0,NONE,"H7JV3VJr","Gamble",90,6,,false
0,40,0,NONE,"oB8feqoi","Quite likely",98,7,,false
0,41,0,NONE,"H7JV3VJr","Gamble",90,5,,false
0,41,0,NONE,"oB8feqoi","Quite likely",98,6,,false
0,41,0,NONE,"PIPPWgpU","Rather detrimental",74,7,,false
0,41,0,NONE,"IeRUdnlv","Suicide mission",70,7,,false
0,41,0,NONE,"CcXtyc39","Risky",86,7,,false
0,41,0,NONE,"qlb6Y7Be","Risky",85,7,,true
0,42,0,NONE,"H7JV3VJr","Gamble",90,4,,false
0,42,0,NONE,"oB8feqoi","Quite likely",98,5,,false
0,42,0,NONE,"PIPPWgpU","Rather detrimental",74,6,,false
0,42,0,NONE,"IeRUdnlv","Suicide mission",70,6,,false
0,42,0,NONE,"CcXtyc39","Risky",86,6,,false
0,42,0,NONE,"hmxfQwMv","Hmmm....",90,7,,false
0,42,0,NONE,"IuhHMTYt","Hmmm....",78,7,,false
0,42,0,NONE,"1JtrNW1B","Risky",72,7,,true
0,42,0,NONE,"JxPOEmWh","Risky",103,7,,false
0,43,0,NONE,"H7JV3VJr","Gamble",90,3,,false
0,43,0,NONE,"oB8feqoi","Quite likely",98,4,,false
0,43,0,NONE,"PIPPWgpU","Rather detrimental",74,5,,false
0,43,0,NONE,"IeRUdnlv","Suicide mission",70,5,,false
0,43,0,NONE,"CcXtyc39","Risky",86,5,,false
0,43,0,NONE,"hmxfQwMv","Hmmm....",90,6,,false
0,43,0,NONE,"IuhHMTYt","Hmmm....",78,6,,false
0,43,0,NONE,"JxPOEmWh","Risky",103,6,,true
0,43,0,NONE,"YCnbdvuj","Suicide mission",85,7,,false
0,43,0,NONE,"3VEYGVH0","Gamble",97,7,,false
0,44,0,NONE,"oB8feqoi","Quite likely",98,3,,false
0,44,0,NONE,"PIPPWgpU","Rather detrimental",74,4,,false
0,44,0,NONE,"IeRUdnlv","Suicide mission",70,4,,false
0,44,0,NONE,"CcXtyc39","Risky",86,4,,false
0,44,0,NONE,"hmxfQwMv","Hmmm....",90,5,,false
0,44,0,NONE,"IuhHMTYt","Hmmm....",78,5,,false
0,44,0,NONE,"YCnbdvuj","Suicide mission",85,6,,true
0,44,0,NONE,"3VEYGVH0","Gamble",97,6,,false
0,44,0,NONE,"P3f2LCZw","Suicide mission",79,7,,false
0,46,0,NONE,"hmxfQwMv","Hmmm....",90,3,,true
0,46,0,NONE,"IuhHMTYt","Hmmm....",78,3,,false
0,46,0,NONE,"3VEYGVH0","Gamble",97,4,,false
0,46,0,NONE,"P3f2LCZw","Suicide mission",79,5,,false
0,46,0,NONE,"zTPTF60W","Hmmm....",78,6,,false
0,46,0,NONE,"mBl9x6Ec","Risky",79,7,,false
0,47,0,NONE,"3VEYGVH0","Gamble",97,3,,false
0,47,0,NONE,"P3f2LCZw","Suicide mission",79,4,,false
0,47,0,NONE,"zTPTF60W","Hmmm....",78,5,,false
0,47,0,NONE,"mBl9x6Ec","Risky",79,6,,false
0,47,0,NONE,"4ePMLrLg","Quite likely",82,7,,true
0,47,0,NONE,"2yT2jGTZ","Rather detrimental",49,7,,false
0,48,0,NONE,"P3f2LCZw","Suicide mission",79,3,,false
0,48,0,NONE,"zTPTF60W","Hmmm....",78,4,,false
0,48,0,NONE,"mBl9x6Ec","Risky",79,5,,false
0,48,0,NONE,"2yT2jGTZ","Rather detrimental",49,6,,true
0,48,0,NONE,"iwreSHf3","Suicide mission",81,7,,false
0,48,0,NONE,"97muj6JW","Quite likely",67,7,,false
0,48,0,NONE,"HgMofgEn","Risky",82,7,,false
0,48,0,NONE,"FuqvyDx3","Rather detrimental",54,7,,false
0,49,0,NONE,"zTPTF60W","Hmmm....",78,3,,false
0,49,0,NONE,"mBl9x6Ec","Risky",79,4,,false
0,49,0,NONE,"iwreSHf3","Suicide mission",81,6,,false
0,49,0,NONE,"97muj6JW","Quite likely",67,6,,false
0,49,0,NONE,"HgMofgEn","Risky",82,6,,false
0,49,0,NONE,"FuqvyDx3","Rather detrimental",54,6,,false
0,49,0,NONE,"onNaZiB1","Suicide mission",51,7,,true
0,49,0,NONE,"cELE55k1","Hmmm....",69,7,,false
1,0,0,FAST,"cwbm7SC2","Piece of cake",7,7,,false
1,0,0,FAST,"tDcXAz7c","Piece of cake",9,7,,false
1,0,0,FAST,"SfZO1gpg","Risky",31,7,,true
1,0,0,FAST,"GmrXjfph","Quite likely",4,7,,false
1,0,0,FAST,"UkWztCUn","Walk in the park",39,7,,false
1,0,0,FAST,"eoTPRh3t","Quite likely",8,7,,false
1,0,0,FAST,"brwzPHE7","Piece of cake",12,7,,false
1,0,0,FAST,"YsT9cLnp","Piece of cake",17,7,,false
1,0,0,FAST,"a2UJYyvt","Risky",43,7,,false
1,0,0,FAST,"18QZX5kk","Walk in the park",35,7,,false
1,1,0,FAST,"cwbm7SC2","Piece of cake",7,6,,false
1,1,0,FAST,"tDcXAz7c","Piece of cake",9,6,,false
1,1,0,FAST,"GmrXjfph","Quite likely",4,6,,false
1,1,0,FAST,"UkWztCUn","Walk in the park",39,6,,false
1,1,0,FAST,"eoTPRh3t","Quite likely",8,6,,false
1,1,0,FAST,"brwzPHE7","Piece of cake",12,6,,false
1,1,0,FAST,"YsT9cLnp","Piece of cake",17,6,,false
1,1,0,FAST,"a2UJYyvt","Risky",43,6,,false
1,1,0,FAST,"18QZX5kk","Walk in the park",35,6,,false
1,1,0,FAST,"9s2QV7ER","Walk in the park",18,7,,true
1,2,0,FAST,"cwbm7SC2","Piece of cake",7,5,,false
1,2,0,FAST,"tDcXAz7c","Piece of cake",9,5,,false
1,2,0,FAST,"GmrXjfph","Quite likely",4,5,,false
1,2,0,FAST,"UkWztCUn","Walk in the park",39,5,,false
1,2,0,FAST,"eoTPRh3t","Quite likely",8,5,,false
1,2,0,FAST,"brwzPHE7","Piece of cake",12,5,,false
1,2,0,FAST,"YsT9cLnp","Piece of cake",17,5,,true
1,2,0,FAST,"a2UJYyvt","Risky",43,5,,false
1,2,0,FAST,"18QZX5kk","Walk in the park",35,5,,false
1,2,0,FAST,"C6nJvjAo","Piece of cake",2,7,,false
1,3,0,FAST,"cwbm7SC2","Piece of cake",7,4,,false
1,3,0,FAST,"tDcXAz7c","Piece of cake",9,4,,false
1,3,0,FAST,"GmrXjfph","Quite likely",4,4,,false
1,3,0,FAST,"UkWztCUn","Walk in the park",39,4,,false
1,3,0,FAST,"eoTPRh3t","Quite likely",8,4,,false
1,3,0,FAST,"brwzPHE7","Piece of cake",12,4,,false
1,3,0,FAST,"a2UJYyvt","Risky",43,4,,false
1,3,0,FAST,"18QZX5kk","Walk in the park",35,4,,false
1,3,0,FAST,"C6nJvjAo","Piece of cake",2,6,,true
1,3,0,FAST,"8KcnEoGU","Sure thing",6,7,,false
1,4,0,FAST,"cwbm7SC2","Piece of cake",7,3,,true
1,4,0,FAST,"tDcXAz7c","Piece of cake",9,3,,false
1,4,0,FAST,"GmrXjfph","Quite likely",4,3,,false
1,4,0,FAST,"UkWztCUn","Walk in the park",39,3,,false
1,4,0,FAST,"eoTPRh3t","Quite likely",8,3,,false
1,4,0,FAST,"brwzPHE7","Piece of cake",12,3,,false
1,4,0,FAST,"a2UJYyvt","Risky",43,3,,false
1,4,0,FAST,"18QZX5kk","Walk in the park",35,3,,false
1,4,0,FAST,"8KcnEoGU","Sure thing",6,6,,false
1,4,0,FAST,"jZYCdhCK","Sure thing",7,7,,false
1,5,0,FAST,"8KcnEoGU","Sure thing",6,5,,true
1,5,0,FAST,"jZYCdhCK","Sure thing",7,6,,false
1,5,0,FAST,"Pd4DNN08","Walk in the park",68,7,,false
1,6,0,FAST,"jZYCdhCK","Sure thing",7,5,,true
1,6,0,FAST,"Pd4DNN08","Walk in the park",68,6,,false
1,6,0,FAST,"yQWBv4BH","Piece of cake",33,7,,false
1,7,0,FAST,"Pd4DNN08","Walk in the park",68,5,,false
1,7,0,FAST,"yQWBv4BH","Piece of cake",33,6,,false
1,7,0,FAST,"B3kvQgTh","Sure thing",31,7,,false
1,7,0,FAST,"7Jo6Wskk","Walk in the park",50,7,,false
1,7,0,FAST,"iIinyJXz","Piece of cake",11,7,,false
1,7,0,FAST,"WGal5LOf","Walk in the park",38,7,,false
1,7,0,FAST,"hGQf5ly2","Gamble",22,7,,false
1,7,0,FAST,"Gw0yZfA5","Walk in the park",15,7,,true
1,7,0,FAST,"3jRU0pPR","Quite likely",21,7,,false
1,7,0,FAST,"zw4CJA3N","Walk in the park",21,7,,false
1,9,1,FAST,"Pd4DNN08","Walk in the park",68,3,,false
1,9,1,FAST,"yQWBv4BH","Piece of cake",33,4,,false
1,9,1,FAST,"B3kvQgTh","Sure thing",31,5,,false
1,9,1,FAST,"7Jo6Wskk","Walk in the park",50,5,,false
1,9,1,FAST,"iIinyJXz","Piece of cake",11,5,,false
1,9,1,FAST,"WGal5LOf","Piece of cake",38,5,,false
1,9,1,FAST,"hGQf5ly2","Gamble",22,5,,false
1,9,1,FAST,"3jRU0pPR","Walk in the park",21,5,,true
1,9,1,FAST,"zw4CJA3N","Walk in the park",21,5,,false
1,9,1,FAST,"0aV1VfcP","Piece of cake",24,6,,false
1,10,1,FAST,"yQWBv4BH","Piece of cake",33,3,,false
1,10,1,FAST,"B3kvQgTh","Sure thing",31,4,,false
1,10,1,FAST,"7Jo6Wskk","Walk in the park",50,4,,false
1,10,1,FAST,"iIinyJXz","Piece of cake",11,4,,false
1,10,1,FAST,"WGal5LOf","Piece of cake",38,4,,false
1,10,1,FAST,"hGQf5ly2","Gamble",22,4,,false
1,10,1,FAST,"zw4CJA3N","Walk in the park",21,4,,false
1,10,1,FAST,"0aV1VfcP","Piece of cake",24,5,,false
1,10,1,FAST,"hW5ItJWv","Walk in the park",81,7,,true
1,12,2,FAST,"0aV1VfcP","Piece of cake",24,3,,true
1,12,2,FAST,"5mYej8v1","Suicide mission",44,6,,false
1,12,2,FAST,"hkDvwej6","Piece of cake",35,7,,false
1,13,2,FAST,"5mYej8v1","Suicide mission",44,5,,false
1,13,2,FAST,"hkDvwej6","Piece of cake",35,6,,true
1,13,2,FAST,"OXUoWkdU","Piece of cake",60,7,,false
1,13,2,FAST,"JrpB21YZ","Gamble",36,7,,false
1,14,2,FAST,"5mYej8v1","Suicide mission",44,4,,false
1,14,2,FAST,"OXUoWkdU","Piece of cake",60,6,,false
1,14,2,FAST,"JrpB21YZ","Gamble",36,6,,false
1,14,2,FAST,"mllUlDD5","Hmmm....",42,7,,false
1,14,2,FAST,"uv8CyfPf","Gamble",28,7,,false
1,14,2,FAST,"La1nlZNw","Walk in the park",38,7,,false
1,14,2,FAST,"fSfHNoyU","Rather detrimental",34,7,,false
1,14,2,FAST,"7e67NGlb","Piece of cake",38,7,,true
1,14,2,FAST,"4T1JqBfw","Gamble",37,7,,false
1,14,2,FAST,"zwh6fucN","Playing with fire",22,7,,false
1,16,3,FAST,"OXUoWkdU","Piece of cake",60,4,,false
1,16,3,FAST,"JrpB21YZ","Gamble",36,4,,false
1,16,3,FAST,"mllUlDD5","Quite likely",42,5,,false
1,16,3,FAST,"uv8CyfPf","Gamble",28,5,,false
1,16,3,FAST,"La1nlZNw","Walk in the park",38,5,,false
1,16,3,FAST,"fSfHNoyU","Rather detrimental",34,5,,false
1,16,3,FAST,"4T1JqBfw","Gamble",37,5,,true
1,16,3,FAST,"zwh6fucN","Playing with fire",22,5,,false
1,16,3,FAST,"E4WLTVxN","Walk in the park",44,6,,false
1,17,3,FAST,"OXUoWkdU","Piece of cake",60,3,,true
1,17,3,FAST,"JrpB21YZ","Gamble",36,3,,false
1,17,3,FAST,"mllUlDD5","Quite likely",42,4,,false
1,17,3,FAST,"uv8CyfPf","Gamble",28,4,,false
1,17,3,FAST,"La1nlZNw","Walk in the park",38,4,,false
1,17,3,FAST,"fSfHNoyU","Rather detrimental",34,4,,false
1,17,3,FAST,"zwh6fucN","Playing with fire",22,4,,false
1,17,3,FAST,"E4WLTVxN","Walk in the park",44,5,,false
1,17,3,FAST,"nB9mTsbh","Piece of cake",43,7,,false
1,18,3,FAST,"mllUlDD5","Quite likely",42,3,,false
1,18,3,FAST,"uv8CyfPf","Gamble",28,3,,false
1,18,3,FAST,"La1nlZNw","Walk in the park",38,3,,false
1,18,3,FAST,"fSfHNoyU","Rather detrimental",34,3,,false
1,18,3,FAST,"zwh6fucN","Playing with fire",22,3,,false
1,18,3,FAST,"E4WLTVxN","Walk in the park",44,4,,false
1,18,3,FAST,"nB9mTsbh","Piece of cake",43,6,,false
1,18,3,FAST,"Dv80dRcl","Quite likely",31,7,,true
1,18,3,FAST,"fubrYRFR","Piece of cake",46,7,,false
1,19,3,FAST,"E4WLTVxN","Walk in the park",44,3,,false
1,19,3,FAST,"nB9mTsbh","Piece of cake",43,5,,false
1,19,3,FAST,"fubrYRFR","Piece of cake",46,6,,true
1,19,3,FAST,"pr3fLsTW","Gamble",196,3,1,false
1,21,4,FAST,"nB9mTsbh","Piece of cake",43,3,,false
1,21,4,FAST,"TjERCCr1","Piece of cake",81,6,,false
1,21,4,FAST,"RTvsg2Ra","Piece of cake",40,7,,false
1,21,4,FAST,"69pSU0da","Sure thing",166,7,,false
1,21,4,FAST,"KzTx7dK7","Hmmm....",86,7,,false
1,21,4,FAST,"WRcMwgD2","Sure thing",81,7,,true
